node_id,bench_id,impl_id,region_id,obj_cols,obj_rows,obj_levels,obj_cells,threads,runtime
gauss3,e_runtime_by_cells,linear_stencil,routine,2580,2580,2580,17173512000,1,338.038
gauss3,e_runtime_by_cells,,apply,2600,2600,2600,17576000000,1,
gauss3,e_runtime_by_cells,,routine,2600,2600,2600,17576000000,1,
gauss3,e_runtime_by_cells,,apply,2620,2620,2620,17984728000,1,
gauss3,e_runtime_by_cells,,routine,2620,2620,2620,17984728000,1,
gauss3,e_runtime_by_cells,,apply,2640,2640,2640,18399744000,1,
gauss3,e_runtime_by_cells,,routine,2640,2640,2640,18399744000,1,
gauss3,e_runtime_by_cells,,apply,2660,2660,2660,18821096000,1,
gauss3,e_runtime_by_cells,,routine,2660,2660,2660,18821096000,1,
gauss3,e_runtime_by_cells,,apply,2680,2680,2680,19248832000,1,
gauss3,e_runtime_by_cells,,routine,2680,2680,2680,19248832000,1,
gauss3,e_runtime_by_cells,,apply,2700,2700,2700,19683000000,1,
gauss3,e_runtime_by_cells,,routine,2700,2700,2700,19683000000,1,
gauss3,e_runtime_by_cells,,apply,2720,2720,2720,20123648000,1,
gauss3,e_runtime_by_cells,,routine,2720,2720,2720,20123648000,1,
gauss3,e_runtime_by_cells,,apply,2740,2740,2740,20570824000,1,
gauss3,e_runtime_by_cells,,routine,2740,2740,2740,20570824000,1,
gauss3,e_runtime_by_cells,,apply,2760,2760,2760,21024576000,1,
gauss3,e_runtime_by_cells,,routine,2760,2760,2760,21024576000,1,
gauss3,e_runtime_by_cells,,apply,2780,2780,2780,21484952000,1,
gauss3,e_runtime_by_cells,,routine,2780,2780,2780,21484952000,1,
gauss3,e_runtime_by_cells,,apply,2800,2800,2800,21952000000,1,
gauss3,e_runtime_by_cells,,routine,2800,2800,2800,21952000000,1,
gauss3,e_runtime_by_cells,,apply,2820,2820,2820,22425768000,1,
gauss3,e_runtime_by_cells,,routine,2820,2820,2820,22425768000,1,
gauss3,e_runtime_by_cells,,apply,2840,2840,2840,22906304000,1,
